order_id,order_timestamp,location_id,item_id,item_name,category,quantity,unit_price,order_total,channel,customer_type,preparation_time_minutes
ORD_202408260230_BER_001_7711,2024-08-26 02:30:00,BER_001,PIZZA_002,Pepperoni Pizza,Pizza,1,14.9,14.9,kiosk,returning,13
ORD_202408260230_HAM_001_1556,2024-08-26 02:30:00,HAM_001,BURGER_001,Classic Burger,Burger,1,13.9,13.9,app,returning,9
ORD_202408260230_HAM_001_4483,2024-08-26 02:30:00,HAM_001,PASTA_001,Pasta Carbonara,Pasta,2,11.9,23.8,app,returning,10
ORD_202408260230_HAM_001_7315,2024-08-26 02:30:00,HAM_001,PASTA_001,Pasta Carbonara,Pasta,2,11.9,23.8,kiosk,returning,11
ORD_202408260230_HAM_001_2630,2024-08-26 02:30:00,HAM_001,PIZZA_001,Margherita Pizza,Pizza,1,12.9,12.9,kiosk,returning,15
ORD_202408260300_MUC_001_6414,2024-08-26 03:00:00,MUC_001,PASTA_001,Pasta Carbonara,Pasta,2,11.9,23.8,kiosk,new,10
ORD_202408260300_MUC_001_2067,2024-08-26 03:00:00,MUC_001,BURGER_001,Classic Burger,Burger,1,13.9,13.9,web,returning,9
ORD_202408260300_MUC_001_9486,2024-08-26 03:00:00,MUC_001,BOWL_001,Veggie Bowl,Bowl,1,10.9,10.9,kiosk,new,11
ORD_202408260300_BER_001_6908,2024-08-26 03:00:00,BER_001,PIZZA_002,Pepperoni Pizza,Pizza,1,14.9,14.9,app,new,10
ORD_202408260300_BER_001_4071,2024-08-26 03:00:00,BER_001,PIZZA_001,Margherita Pizza,Pizza,1,12.9,12.9,kiosk,new,14
ORD_202408260300_BER_001_5133,2024-08-26 03:00:00,BER_001,BURGER_001,Classic Burger,Burger,1,13.9,13.9,app,returning,11
ORD_202408260300_BER_001_7276,2024-08-26 03:00:00,BER_001,PASTA_001,Pasta Carbonara,Pasta,2,11.9,23.8,kiosk,returning,13
ORD_202408260300_HAM_001_7437,2024-08-26 03:00:00,HAM_001,PIZZA_002,Pepperoni Pizza,Pizza,2,14.9,29.8,web,returning,13
ORD_202408260330_MUC_001_1913,2024-08-26 03:30:00,MUC_001,PIZZA_002,Pepperoni Pizza,Pizza,2,14.9,29.8,kiosk,returning,10
ORD_202408260330_MUC_001_7363,2024-08-26 03:30:00,MUC_001,PIZZA_001,Margherita Pizza,Pizza,2,12.9,25.8,web,new,15
ORD_202408260330_MUC_001_9340,2024-08-26 03:30:00,MUC_001,BOWL_001,Veggie Bowl,Bowl,1,10.9,10.9,web,returning,12
ORD_202408260330_MUC_001_6696,2024-08-26 03:30:00,MUC_001,PIZZA_002,Pepperoni Pizza,Pizza,1,14.9,14.9,web,new,11
ORD_202408260330_BER_001_6972,2024-08-26 03:30:00,BER_001,BOWL_001,Veggie Bowl,Bowl,1,10.9,10.9,web,returning,11
ORD_202408260330_BER_001_7611,2024-08-26 03:30:00,BER_001,PIZZA_002,Pepperoni Pizza,Pizza,1,14.9,14.9,app,new,14
ORD_202408260330_BER_001_1904,2024-08-26 03:30:00,BER_001,BURGER_001,Classic Burger,Burger,2,13.9,27.8,web,new,10
ORD_202408260330_BER_001_2089,2024-08-26 03:30:00,BER_001,PASTA_001,Pasta Carbonara,Pasta,1,11.9,11.9,kiosk,returning,12
ORD_202408260330_BER_001_2249,2024-08-26 03:30:00,BER_001,PASTA_001,Pasta Carbonara,Pasta,1,11.9,11.9,kiosk,returning,13
ORD_202408260330_HAM_001_5558,2024-08-26 03:30:00,HAM_001,BOWL_001,Veggie Bowl,Bowl,1,10.9,10.9,app,returning,11
ORD_202408260330_HAM_001_3500,2024-08-26 03:30:00,HAM_001,PIZZA_001,Margherita Pizza,Pizza,1,12.9,12.9,web,returning,15
ORD_202408260330_HAM_001_1065,2024-08-26 03:30:00,HAM_001,SALAD_001,Caesar Salad,Salad,1,9.9,9.9,web,returning,6
ORD_202408260330_HAM_001_7309,2024-08-26 03:30:00,HAM_001,PIZZA_002,Pepperoni Pizza,Pizza,1,14.9,14.9,app,returning,13
ORD_202408260400_MUC_001_3375,2024-08-26 04:00:00,MUC_001,BURGER_001,Classic Burger,Burger,1,13.9,13.9,web,returning,13
ORD_202408260400_MUC_001_4858,2024-08-26 04:00:00,MUC_001,PIZZA_002,Pepperoni Pizza,Pizza,1,14.9,14.9,kiosk,returning,15
ORD_202408260400_MUC_001_8084,2024-08-26 04:00:00,MUC_001,BURGER_001,Classic Burger,Burger,1,13.9,13.9,app,returning,9
ORD_202408260400_MUC_001_2672,2024-08-26 04:00:00,MUC_001,PASTA_001,Pasta Carbonara,Pasta,1,11.9,11.9,web,returning,12
ORD_202408260400_MUC_001_9329,2024-08-26 04:00:00,MUC_001,PIZZA_002,Pepperoni Pizza,Pizza,1,14.9,14.9,app,returning,13
ORD_202408260400_BER_001_3444,2024-08-26 04:00:00,BER_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,kiosk,returning,9
ORD_202408260400_BER_001_7943,2024-08-26 04:00:00,BER_001,PIZZA_002,Pepperoni Pizza,Pizza,2,14.9,29.8,web,new,12
ORD_202408260400_BER_001_7096,2024-08-26 04:00:00,BER_001,PIZZA_002,Pepperoni Pizza,Pizza,2,14.9,29.8,web,returning,13
ORD_202408260400_BER_001_4723,2024-08-26 04:00:00,BER_001,PASTA_001,Pasta Carbonara,Pasta,1,11.9,11.9,web,new,12
ORD_202408260400_BER_001_5212,2024-08-26 04:00:00,BER_001,BURGER_001,Classic Burger,Burger,2,13.9,27.8,kiosk,returning,12
ORD_202408260400_BER_001_6306,2024-08-26 04:00:00,BER_001,BOWL_001,Veggie Bowl,Bowl,1,10.9,10.9,web,returning,9
ORD_202408260400_HAM_001_5492,2024-08-26 04:00:00,HAM_001,PIZZA_002,Pepperoni Pizza,Pizza,2,14.9,29.8,web,returning,12
ORD_202408260400_HAM_001_5313,2024-08-26 04:00:00,HAM_001,PIZZA_002,Pepperoni Pizza,Pizza,2,14.9,29.8,app,returning,10
ORD_202408260400_HAM_001_2157,2024-08-26 04:00:00,HAM_001,PASTA_001,Pasta Carbonara,Pasta,1,11.9,11.9,app,returning,10
ORD_202408260400_HAM_001_2000,2024-08-26 04:00:00,HAM_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,app,returning,11
ORD_202408260400_HAM_001_7803,2024-08-26 04:00:00,HAM_001,PASTA_001,Pasta Carbonara,Pasta,1,11.9,11.9,kiosk,new,12
ORD_202408260430_MUC_001_1856,2024-08-26 04:30:00,MUC_001,BURGER_001,Classic Burger,Burger,1,13.9,13.9,app,returning,11
ORD_202408260430_MUC_001_2600,2024-08-26 04:30:00,MUC_001,BURGER_001,Classic Burger,Burger,2,13.9,27.8,kiosk,returning,10
ORD_202408260430_MUC_001_5155,2024-08-26 04:30:00,MUC_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,app,new,9
ORD_202408260430_MUC_001_3002,2024-08-26 04:30:00,MUC_001,BURGER_001,Classic Burger,Burger,2,13.9,27.8,app,returning,12
ORD_202408260430_MUC_001_7998,2024-08-26 04:30:00,MUC_001,BURGER_001,Classic Burger,Burger,1,13.9,13.9,web,returning,10
ORD_202408260430_BER_001_9978,2024-08-26 04:30:00,BER_001,SALAD_001,Caesar Salad,Salad,1,9.9,9.9,web,returning,9
ORD_202408260430_BER_001_4920,2024-08-26 04:30:00,BER_001,PIZZA_001,Margherita Pizza,Pizza,1,12.9,12.9,web,new,11
ORD_202408260430_BER_001_6221,2024-08-26 04:30:00,BER_001,PASTA_001,Pasta Carbonara,Pasta,1,11.9,11.9,kiosk,new,8
ORD_202408260430_BER_001_2407,2024-08-26 04:30:00,BER_001,BURGER_001,Classic Burger,Burger,1,13.9,13.9,kiosk,new,10
ORD_202408260430_BER_001_6550,2024-08-26 04:30:00,BER_001,PIZZA_001,Margherita Pizza,Pizza,2,12.9,25.8,web,new,10
ORD_202408260430_BER_001_4140,2024-08-26 04:30:00,BER_001,PIZZA_002,Pepperoni Pizza,Pizza,1,14.9,14.9,kiosk,new,14
ORD_202408260430_BER_001_4793,2024-08-26 04:30:00,BER_001,PASTA_001,Pasta Carbonara,Pasta,1,11.9,11.9,app,returning,11
ORD_202408260430_BER_001_9913,2024-08-26 04:30:00,BER_001,BOWL_001,Veggie Bowl,Bowl,1,10.9,10.9,kiosk,new,7
ORD_202408260430_BER_001_5632,2024-08-26 04:30:00,BER_001,BURGER_001,Classic Burger,Burger,1,13.9,13.9,kiosk,new,11
ORD_202408260430_BER_001_2270,2024-08-26 04:30:00,BER_001,BOWL_001,Veggie Bowl,Bowl,2,10.9,21.8,app,returning,11
ORD_202408260430_HAM_001_8942,2024-08-26 04:30:00,HAM_001,PIZZA_001,Margherita Pizza,Pizza,2,12.9,25.8,web,returning,11
ORD_202408260430_HAM_001_4511,2024-08-26 04:30:00,HAM_001,PASTA_001,Pasta Carbonara,Pasta,2,11.9,23.8,kiosk,returning,13
ORD_202408260430_HAM_001_7355,2024-08-26 04:30:00,HAM_001,BURGER_001,Classic Burger,Burger,1,13.9,13.9,web,returning,9
ORD_202408260500_MUC_001_8074,2024-08-26 05:00:00,MUC_001,PASTA_001,Pasta Carbonara,Pasta,1,11.9,11.9,web,returning,10
ORD_202408260500_MUC_001_2088,2024-08-26 05:00:00,MUC_001,BURGER_001,Classic Burger,Burger,2,13.9,27.8,web,returning,13
ORD_202408260500_MUC_001_2433,2024-08-26 05:00:00,MUC_001,PASTA_001,Pasta Carbonara,Pasta,2,11.9,23.8,app,new,12
ORD_202408260500_BER_001_4481,2024-08-26 05:00:00,BER_001,PIZZA_002,Pepperoni Pizza,Pizza,2,14.9,29.8,kiosk,new,13
ORD_202408260500_BER_001_2910,2024-08-26 05:00:00,BER_001,BOWL_001,Veggie Bowl,Bowl,2,10.9,21.8,app,returning,10
ORD_202408260500_BER_001_2435,2024-08-26 05:00:00,BER_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,app,new,9
ORD_202408260500_BER_001_5946,2024-08-26 05:00:00,BER_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,web,returning,7
ORD_202408260500_HAM_001_5896,2024-08-26 05:00:00,HAM_001,PIZZA_001,Margherita Pizza,Pizza,2,12.9,25.8,app,new,14
ORD_202408260500_HAM_001_8141,2024-08-26 05:00:00,HAM_001,PIZZA_001,Margherita Pizza,Pizza,1,12.9,12.9,kiosk,new,11
ORD_202408260500_HAM_001_6335,2024-08-26 05:00:00,HAM_001,PIZZA_002,Pepperoni Pizza,Pizza,1,14.9,14.9,app,returning,10
ORD_202408260500_HAM_001_4448,2024-08-26 05:00:00,HAM_001,PIZZA_002,Pepperoni Pizza,Pizza,1,14.9,14.9,kiosk,returning,15
ORD_202408260500_HAM_001_9355,2024-08-26 05:00:00,HAM_001,BOWL_001,Veggie Bowl,Bowl,2,10.9,21.8,app,returning,11
ORD_202408260500_HAM_001_5520,2024-08-26 05:00:00,HAM_001,PIZZA_002,Pepperoni Pizza,Pizza,1,14.9,14.9,web,returning,10
ORD_202408260500_HAM_001_3637,2024-08-26 05:00:00,HAM_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,app,returning,7
ORD_202408260530_MUC_001_3401,2024-08-26 05:30:00,MUC_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,web,new,7
ORD_202408260530_MUC_001_6733,2024-08-26 05:30:00,MUC_001,SALAD_001,Caesar Salad,Salad,1,9.9,9.9,kiosk,returning,7
ORD_202408260530_MUC_001_1803,2024-08-26 05:30:00,MUC_001,BOWL_001,Veggie Bowl,Bowl,2,10.9,21.8,app,new,9
ORD_202408260530_MUC_001_9419,2024-08-26 05:30:00,MUC_001,PIZZA_002,Pepperoni Pizza,Pizza,2,14.9,29.8,app,new,11
ORD_202408260530_BER_001_9863,2024-08-26 05:30:00,BER_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,web,returning,11
ORD_202408260530_BER_001_1719,2024-08-26 05:30:00,BER_001,PIZZA_001,Margherita Pizza,Pizza,1,12.9,12.9,web,new,12
ORD_202408260530_BER_001_7277,2024-08-26 05:30:00,BER_001,BURGER_001,Classic Burger,Burger,2,13.9,27.8,app,new,12
ORD_202408260530_BER_001_3407,2024-08-26 05:30:00,BER_001,BOWL_001,Veggie Bowl,Bowl,2,10.9,21.8,kiosk,new,8
ORD_202408260530_BER_001_9766,2024-08-26 05:30:00,BER_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,web,new,7
ORD_202408260530_BER_001_2413,2024-08-26 05:30:00,BER_001,PIZZA_002,Pepperoni Pizza,Pizza,2,14.9,29.8,web,returning,15
ORD_202408260530_BER_001_1330,2024-08-26 05:30:00,BER_001,PIZZA_002,Pepperoni Pizza,Pizza,2,14.9,29.8,kiosk,returning,14
ORD_202408260530_HAM_001_6417,2024-08-26 05:30:00,HAM_001,PIZZA_001,Margherita Pizza,Pizza,2,12.9,25.8,kiosk,returning,12
ORD_202408260530_HAM_001_2945,2024-08-26 05:30:00,HAM_001,PIZZA_001,Margherita Pizza,Pizza,2,12.9,25.8,web,new,14
ORD_202408260530_HAM_001_1964,2024-08-26 05:30:00,HAM_001,BURGER_001,Classic Burger,Burger,2,13.9,27.8,kiosk,new,9
ORD_202408260530_HAM_001_6463,2024-08-26 05:30:00,HAM_001,PIZZA_001,Margherita Pizza,Pizza,2,12.9,25.8,kiosk,new,14
ORD_202408260530_HAM_001_6948,2024-08-26 05:30:00,HAM_001,PIZZA_001,Margherita Pizza,Pizza,1,12.9,12.9,app,new,12
ORD_202408260530_HAM_001_2423,2024-08-26 05:30:00,HAM_001,SALAD_001,Caesar Salad,Salad,1,9.9,9.9,web,new,11
ORD_202408260530_HAM_001_9813,2024-08-26 05:30:00,HAM_001,PIZZA_001,Margherita Pizza,Pizza,1,12.9,12.9,web,new,14
ORD_202408260530_HAM_001_6028,2024-08-26 05:30:00,HAM_001,PASTA_001,Pasta Carbonara,Pasta,2,11.9,23.8,web,new,12
ORD_202408260530_HAM_001_1245,2024-08-26 05:30:00,HAM_001,PIZZA_002,Pepperoni Pizza,Pizza,2,14.9,29.8,app,new,11
ORD_202408260600_MUC_001_2152,2024-08-26 06:00:00,MUC_001,PASTA_001,Pasta Carbonara,Pasta,2,11.9,23.8,web,returning,9
ORD_202408260600_MUC_001_4429,2024-08-26 06:00:00,MUC_001,PIZZA_001,Margherita Pizza,Pizza,1,12.9,12.9,kiosk,returning,11
ORD_202408260600_MUC_001_6366,2024-08-26 06:00:00,MUC_001,BURGER_001,Classic Burger,Burger,1,13.9,13.9,web,new,14
ORD_202408260600_MUC_001_3870,2024-08-26 06:00:00,MUC_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,kiosk,returning,9
ORD_202408260600_MUC_001_7139,2024-08-26 06:00:00,MUC_001,SALAD_001,Caesar Salad,Salad,1,9.9,9.9,app,new,10
ORD_202408260600_BER_001_6568,2024-08-26 06:00:00,BER_001,BOWL_001,Veggie Bowl,Bowl,1,10.9,10.9,app,new,9
ORD_202408260600_BER_001_6473,2024-08-26 06:00:00,BER_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,web,returning,8
ORD_202408260600_HAM_001_2847,2024-08-26 06:00:00,HAM_001,BOWL_001,Veggie Bowl,Bowl,1,10.9,10.9,web,returning,12
ORD_202408260600_HAM_001_4974,2024-08-26 06:00:00,HAM_001,BURGER_001,Classic Burger,Burger,1,13.9,13.9,web,returning,10
ORD_202408260630_MUC_001_6348,2024-08-26 06:30:00,MUC_001,PIZZA_002,Pepperoni Pizza,Pizza,1,14.9,14.9,kiosk,new,12
ORD_202408260630_BER_001_4680,2024-08-26 06:30:00,BER_001,PIZZA_002,Pepperoni Pizza,Pizza,2,14.9,29.8,app,new,15
ORD_202408260630_HAM_001_1690,2024-08-26 06:30:00,HAM_001,PIZZA_001,Margherita Pizza,Pizza,2,12.9,25.8,app,returning,14
ORD_202408260630_HAM_001_3422,2024-08-26 06:30:00,HAM_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,app,returning,7
ORD_202408260700_MUC_001_3124,2024-08-26 07:00:00,MUC_001,BURGER_001,Classic Burger,Burger,1,13.9,13.9,kiosk,returning,11
ORD_202408260700_MUC_001_4084,2024-08-26 07:00:00,MUC_001,PASTA_001,Pasta Carbonara,Pasta,1,11.9,11.9,web,new,12
ORD_202408260700_MUC_001_5210,2024-08-26 07:00:00,MUC_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,web,returning,10
ORD_202408260700_MUC_001_3349,2024-08-26 07:00:00,MUC_001,PIZZA_002,Pepperoni Pizza,Pizza,2,14.9,29.8,kiosk,new,13
ORD_202408260700_MUC_001_7812,2024-08-26 07:00:00,MUC_001,BOWL_001,Veggie Bowl,Bowl,2,10.9,21.8,app,returning,7
ORD_202408260700_MUC_001_1608,2024-08-26 07:00:00,MUC_001,BOWL_001,Veggie Bowl,Bowl,1,10.9,10.9,web,returning,12
ORD_202408260700_MUC_001_2005,2024-08-26 07:00:00,MUC_001,BURGER_001,Classic Burger,Burger,2,13.9,27.8,web,new,9
ORD_202408260700_MUC_001_6884,2024-08-26 07:00:00,MUC_001,PASTA_001,Pasta Carbonara,Pasta,1,11.9,11.9,kiosk,returning,13
ORD_202408260700_BER_001_3060,2024-08-26 07:00:00,BER_001,PIZZA_001,Margherita Pizza,Pizza,2,12.9,25.8,kiosk,returning,13
ORD_202408260700_BER_001_5691,2024-08-26 07:00:00,BER_001,BURGER_001,Classic Burger,Burger,2,13.9,27.8,web,returning,13
ORD_202408260700_HAM_001_1044,2024-08-26 07:00:00,HAM_001,BURGER_001,Classic Burger,Burger,1,13.9,13.9,web,returning,10
ORD_202408260700_HAM_001_3657,2024-08-26 07:00:00,HAM_001,PASTA_001,Pasta Carbonara,Pasta,1,11.9,11.9,app,new,10
ORD_202408260700_HAM_001_8751,2024-08-26 07:00:00,HAM_001,BURGER_001,Classic Burger,Burger,2,13.9,27.8,kiosk,new,13
ORD_202408260700_HAM_001_3305,2024-08-26 07:00:00,HAM_001,PIZZA_002,Pepperoni Pizza,Pizza,1,14.9,14.9,app,new,14
ORD_202408260700_HAM_001_4521,2024-08-26 07:00:00,HAM_001,SALAD_001,Caesar Salad,Salad,1,9.9,9.9,web,returning,10
ORD_202408260730_MUC_001_7494,2024-08-26 07:30:00,MUC_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,web,new,8
ORD_202408260730_MUC_001_8608,2024-08-26 07:30:00,MUC_001,BOWL_001,Veggie Bowl,Bowl,1,10.9,10.9,kiosk,new,11
ORD_202408260730_MUC_001_8023,2024-08-26 07:30:00,MUC_001,PASTA_001,Pasta Carbonara,Pasta,1,11.9,11.9,app,returning,11
ORD_202408260730_MUC_001_1242,2024-08-26 07:30:00,MUC_001,BOWL_001,Veggie Bowl,Bowl,1,10.9,10.9,kiosk,new,11
ORD_202408260730_BER_001_6857,2024-08-26 07:30:00,BER_001,PIZZA_001,Margherita Pizza,Pizza,2,12.9,25.8,kiosk,new,11
ORD_202408260730_BER_001_7693,2024-08-26 07:30:00,BER_001,SALAD_001,Caesar Salad,Salad,1,9.9,9.9,web,returning,6
ORD_202408260730_BER_001_2785,2024-08-26 07:30:00,BER_001,BURGER_001,Classic Burger,Burger,1,13.9,13.9,app,returning,11
ORD_202408260730_BER_001_7351,2024-08-26 07:30:00,BER_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,web,returning,8
ORD_202408260730_BER_001_4344,2024-08-26 07:30:00,BER_001,PASTA_001,Pasta Carbonara,Pasta,2,11.9,23.8,kiosk,new,11
ORD_202408260730_BER_001_6096,2024-08-26 07:30:00,BER_001,PIZZA_001,Margherita Pizza,Pizza,2,12.9,25.8,web,new,15
ORD_202408260730_HAM_001_2557,2024-08-26 07:30:00,HAM_001,BURGER_001,Classic Burger,Burger,2,13.9,27.8,app,new,9
ORD_202408260730_HAM_001_3376,2024-08-26 07:30:00,HAM_001,PIZZA_001,Margherita Pizza,Pizza,1,12.9,12.9,app,returning,13
ORD_202408260730_HAM_001_2804,2024-08-26 07:30:00,HAM_001,PIZZA_001,Margherita Pizza,Pizza,1,12.9,12.9,web,returning,14
ORD_202408260730_HAM_001_8826,2024-08-26 07:30:00,HAM_001,SALAD_001,Caesar Salad,Salad,1,9.9,9.9,kiosk,new,6
ORD_202408260730_HAM_001_7934,2024-08-26 07:30:00,HAM_001,BOWL_001,Veggie Bowl,Bowl,2,10.9,21.8,kiosk,returning,7
ORD_202408260730_HAM_001_8064,2024-08-26 07:30:00,HAM_001,PIZZA_001,Margherita Pizza,Pizza,1,12.9,12.9,web,new,14
ORD_202408260800_MUC_001_9816,2024-08-26 08:00:00,MUC_001,PASTA_001,Pasta Carbonara,Pasta,1,11.9,11.9,kiosk,new,12
ORD_202408260800_MUC_001_9629,2024-08-26 08:00:00,MUC_001,PASTA_001,Pasta Carbonara,Pasta,2,11.9,23.8,kiosk,new,12
ORD_202408260800_MUC_001_1800,2024-08-26 08:00:00,MUC_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,web,new,11
ORD_202408260800_MUC_001_2049,2024-08-26 08:00:00,MUC_001,BOWL_001,Veggie Bowl,Bowl,2,10.9,21.8,web,returning,7
ORD_202408260800_MUC_001_7394,2024-08-26 08:00:00,MUC_001,PASTA_001,Pasta Carbonara,Pasta,2,11.9,23.8,app,returning,12
ORD_202408260800_MUC_001_9213,2024-08-26 08:00:00,MUC_001,PIZZA_002,Pepperoni Pizza,Pizza,1,14.9,14.9,web,returning,15
ORD_202408260800_MUC_001_3269,2024-08-26 08:00:00,MUC_001,PIZZA_002,Pepperoni Pizza,Pizza,2,14.9,29.8,kiosk,new,14
ORD_202408260800_BER_001_4958,2024-08-26 08:00:00,BER_001,BOWL_001,Veggie Bowl,Bowl,1,10.9,10.9,app,returning,11
ORD_202408260800_BER_001_9510,2024-08-26 08:00:00,BER_001,PIZZA_001,Margherita Pizza,Pizza,2,12.9,25.8,kiosk,new,10
ORD_202408260800_BER_001_5794,2024-08-26 08:00:00,BER_001,BURGER_001,Classic Burger,Burger,2,13.9,27.8,kiosk,returning,13
ORD_202408260800_BER_001_9833,2024-08-26 08:00:00,BER_001,PASTA_001,Pasta Carbonara,Pasta,1,11.9,11.9,app,new,11
ORD_202408260800_BER_001_4573,2024-08-26 08:00:00,BER_001,PIZZA_001,Margherita Pizza,Pizza,1,12.9,12.9,web,returning,14
ORD_202408260800_BER_001_5332,2024-08-26 08:00:00,BER_001,PASTA_001,Pasta Carbonara,Pasta,1,11.9,11.9,app,returning,8
ORD_202408260800_BER_001_7561,2024-08-26 08:00:00,BER_001,PIZZA_002,Pepperoni Pizza,Pizza,1,14.9,14.9,kiosk,new,15
ORD_202408260800_HAM_001_1688,2024-08-26 08:00:00,HAM_001,PIZZA_001,Margherita Pizza,Pizza,2,12.9,25.8,kiosk,returning,12
ORD_202408260800_HAM_001_2385,2024-08-26 08:00:00,HAM_001,BOWL_001,Veggie Bowl,Bowl,1,10.9,10.9,web,new,11
ORD_202408260800_HAM_001_9896,2024-08-26 08:00:00,HAM_001,BOWL_001,Veggie Bowl,Bowl,2,10.9,21.8,web,new,8
ORD_202408260800_HAM_001_7164,2024-08-26 08:00:00,HAM_001,PASTA_001,Pasta Carbonara,Pasta,2,11.9,23.8,kiosk,new,10
ORD_202408260800_HAM_001_7745,2024-08-26 08:00:00,HAM_001,PIZZA_002,Pepperoni Pizza,Pizza,2,14.9,29.8,web,returning,13
ORD_202408260800_HAM_001_8717,2024-08-26 08:00:00,HAM_001,PIZZA_001,Margherita Pizza,Pizza,1,12.9,12.9,app,returning,15
ORD_202408260800_HAM_001_8510,2024-08-26 08:00:00,HAM_001,BOWL_001,Veggie Bowl,Bowl,1,10.9,10.9,kiosk,returning,8
ORD_202408260800_HAM_001_4594,2024-08-26 08:00:00,HAM_001,BURGER_001,Classic Burger,Burger,2,13.9,27.8,app,new,14
ORD_202408260830_BER_001_8469,2024-08-26 08:30:00,BER_001,PIZZA_001,Margherita Pizza,Pizza,2,12.9,25.8,kiosk,returning,14
ORD_202408260830_BER_001_3014,2024-08-26 08:30:00,BER_001,BURGER_001,Classic Burger,Burger,2,13.9,27.8,app,new,9
ORD_202408260830_BER_001_4721,2024-08-26 08:30:00,BER_001,PIZZA_002,Pepperoni Pizza,Pizza,2,14.9,29.8,web,returning,10
ORD_202408260830_HAM_001_3127,2024-08-26 08:30:00,HAM_001,BURGER_001,Classic Burger,Burger,2,13.9,27.8,web,returning,11
ORD_202408260830_HAM_001_8572,2024-08-26 08:30:00,HAM_001,BURGER_001,Classic Burger,Burger,1,13.9,13.9,app,new,13
ORD_202408260830_HAM_001_9494,2024-08-26 08:30:00,HAM_001,PIZZA_001,Margherita Pizza,Pizza,1,12.9,12.9,kiosk,returning,13
ORD_202408260900_MUC_001_2248,2024-08-26 09:00:00,MUC_001,BOWL_001,Veggie Bowl,Bowl,2,10.9,21.8,kiosk,returning,10
ORD_202408260900_MUC_001_4324,2024-08-26 09:00:00,MUC_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,app,new,6
ORD_202408260900_MUC_001_4867,2024-08-26 09:00:00,MUC_001,BURGER_001,Classic Burger,Burger,2,13.9,27.8,web,new,9
ORD_202408260900_MUC_001_4912,2024-08-26 09:00:00,MUC_001,PIZZA_001,Margherita Pizza,Pizza,1,12.9,12.9,web,returning,11
ORD_202408260900_BER_001_4991,2024-08-26 09:00:00,BER_001,PIZZA_001,Margherita Pizza,Pizza,2,12.9,25.8,kiosk,returning,11
ORD_202408260900_BER_001_4000,2024-08-26 09:00:00,BER_001,PIZZA_001,Margherita Pizza,Pizza,1,12.9,12.9,app,returning,12
ORD_202408260900_HAM_001_9266,2024-08-26 09:00:00,HAM_001,PASTA_001,Pasta Carbonara,Pasta,2,11.9,23.8,kiosk,returning,12
ORD_202408260900_HAM_001_8163,2024-08-26 09:00:00,HAM_001,BURGER_001,Classic Burger,Burger,1,13.9,13.9,web,returning,9
ORD_202408260930_MUC_001_9053,2024-08-26 09:30:00,MUC_001,BURGER_001,Classic Burger,Burger,2,13.9,27.8,web,new,12
ORD_202408260930_MUC_001_7372,2024-08-26 09:30:00,MUC_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,web,returning,10
ORD_202408260930_MUC_001_4510,2024-08-26 09:30:00,MUC_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,app,new,8
ORD_202408260930_MUC_001_3031,2024-08-26 09:30:00,MUC_001,PASTA_001,Pasta Carbonara,Pasta,2,11.9,23.8,app,new,8
ORD_202408260930_BER_001_9023,2024-08-26 09:30:00,BER_001,BOWL_001,Veggie Bowl,Bowl,1,10.9,10.9,kiosk,returning,12
ORD_202408260930_BER_001_2675,2024-08-26 09:30:00,BER_001,BOWL_001,Veggie Bowl,Bowl,1,10.9,10.9,app,returning,7
ORD_202408260930_BER_001_7703,2024-08-26 09:30:00,BER_001,BOWL_001,Veggie Bowl,Bowl,2,10.9,21.8,app,new,9
ORD_202408260930_BER_001_8652,2024-08-26 09:30:00,BER_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,kiosk,returning,7
ORD_202408260930_BER_001_5539,2024-08-26 09:30:00,BER_001,BOWL_001,Veggie Bowl,Bowl,1,10.9,10.9,web,new,8
ORD_202408260930_BER_001_4625,2024-08-26 09:30:00,BER_001,PIZZA_002,Pepperoni Pizza,Pizza,2,14.9,29.8,kiosk,new,11
ORD_202408260930_BER_001_7457,2024-08-26 09:30:00,BER_001,PIZZA_002,Pepperoni Pizza,Pizza,1,14.9,14.9,app,new,14
ORD_202408260930_HAM_001_7048,2024-08-26 09:30:00,HAM_001,SALAD_001,Caesar Salad,Salad,2,9.9,19.8,app,returning,7
