date,location_id,total_orders,total_items_sold,total_revenue,avg_order_value,new_customer_rate,app_orders,kiosk_orders,web_orders,pizza_quantity,salad_quantity,pasta_quantity,bowl_quantity,burger_quantity,avg_success_rate,total_downtime_minutes,avg_prep_time,temperature_c,weather_condition,precipitation_mm,is_holiday,is_weekend,day_of_week,week_of_year,orders_lag_1d,orders_lag_7d,orders_rolling_7d_avg,month,year,days_since_start
2024-08-28,HAM_001,567,869,10813.099999999922,19.070723104056437,0.5167548500881834,185,197,185,275,146,145,133,170,0.9747208333333333,0,9.976666666666667,10.3,cloudy,0.0,0,0,2,35,600,568,602.4285714285714,8,2024,27
2024-08-29,HAM_001,546,800,9928.999999999949,18.15173674588665,0.49633699633699635,170,202,174,274,121,155,139,111,0.9683416666666667,0,9.900833333333333,14.2,rainy,5.1,0,0,3,35,567,568,602.2857142857143,8,2024,28
2024-08-30,HAM_001,689,1041,12911.899999999872,18.740058055152396,0.502177068214804,215,255,219,339,167,197,171,167,0.9567583333333334,56,10.402499999999998,12.4,cloudy,0.0,0,0,4,35,546,707,599.1428571428571,8,2024,29
2024-08-31,HAM_001,758,1118,13809.199999999866,18.170000000000005,0.49340369393139843,276,248,236,377,193,189,188,171,0.9396583333333335,108,9.941250000000002,17.4,rainy,0.0,0,1,5,35,689,618,596.5714285714286,8,2024,30
2024-09-01,HAM_001,577,876,10856.399999999921,18.78269896193773,0.48353552859618715,202,193,183,307,156,151,125,137,0.9475250000000001,108,9.772083333333331,12.9,rainy,0.0,0,1,6,35,758,619,616.5714285714286,9,2024,31
2024-09-02,HAM_001,541,820,10082.999999999947,18.603321033210324,0.5009242144177449,204,164,173,276,135,139,165,105,0.9729124999999998,0,9.980416666666665,12.2,rainy,0.0,0,0,0,36,577,537,610.5714285714286,9,2024,32
2024-09-03,HAM_001,561,856,10643.39999999993,18.93843416370108,0.5098039215686274,194,197,170,289,139,147,132,149,0.9755958333333333,0,9.585,14.0,cloudy,0.0,0,0,1,36,541,600,611.1428571428571,9,2024,33
2024-09-04,HAM_001,548,819,10235.099999999935,18.677189781021895,0.5,194,185,169,299,125,139,120,136,0.9699708333333333,0,10.025833333333335,16.1,cloudy,0.0,0,0,2,36,561,567,605.5714285714286,9,2024,34
2024-09-05,HAM_001,564,836,10385.399999999932,18.381238938053112,0.5053191489361702,167,190,207,271,127,122,162,154,0.9651124999999999,0,9.856250000000001,10.8,sunny,0.0,0,0,3,36,548,546,602.8571428571429,9,2024,35
2024-09-06,HAM_001,702,1050,13065.999999999862,18.53333333333333,0.5056980056980057,250,221,233,333,164,152,200,201,0.9591249999999999,79,9.764166666666668,15.7,sunny,0.0,0,0,4,36,564,689,605.4285714285714,9,2024,36
2024-09-07,HAM_001,705,1067,13285.299999999866,18.844397163120593,0.5205673758865248,254,223,228,370,160,165,196,176,0.9576249999999998,93,9.830416666666666,13.2,cloudy,0.0,0,1,5,36,702,758,607.2857142857143,9,2024,37
2024-09-08,HAM_001,498,759,9466.099999999968,19.008232931726916,0.4779116465863454,173,151,174,276,109,137,118,119,0.9712875,0,10.069166666666666,10.3,rainy,0.0,0,1,6,36,705,577,599.7142857142857,9,2024,38
2024-09-09,HAM_001,503,757,9340.299999999965,18.569184890656068,0.49105367793240556,175,173,155,257,144,103,137,116,0.9479041666666669,30,9.580000000000002,11.4,cloudy,8.0,0,0,0,37,498,541,588.4285714285714,9,2024,39
2024-09-10,HAM_001,576,874,10841.599999999917,18.789601386481795,0.5052083333333334,196,187,193,305,120,152,168,129,0.9702083333333332,0,10.114166666666668,11.1,sunny,0.0,0,0,1,37,503,561,583.0,9,2024,40
2024-09-11,HAM_001,598,882,11035.799999999912,18.423706176961595,0.5384615384615384,213,188,197,326,140,138,130,148,0.9554,57,10.037500000000003,15.4,rainy,4.9,0,0,2,37,576,548,585.1428571428571,9,2024,41
2024-09-12,HAM_001,552,841,10493.89999999993,19.010688405797094,0.5036231884057971,200,195,157,310,142,89,140,160,0.9403124999999999,145,9.767916666666666,16.7,cloudy,0.0,0,0,3,37,598,564,592.2857142857143,9,2024,42
2024-09-13,HAM_001,675,1009,12586.09999999989,18.61849112426036,0.4918518518518519,212,223,241,322,146,185,177,179,0.9681583333333332,0,10.105833333333335,12.6,rainy,7.1,0,0,4,37,552,702,590.5714285714286,9,2024,43
2024-09-14,HAM_001,714,1081,13419.899999999865,18.76909090909089,0.49719887955182074,235,239,241,350,180,194,184,173,0.9606958333333332,29,10.404583333333333,15.0,sunny,0.0,0,1,5,37,675,705,586.7142857142857,9,2024,44
2024-09-15,HAM_001,606,903,11193.699999999917,18.471452145214514,0.4933993399339934,212,180,214,308,139,154,166,136,0.9631083333333332,55,10.150416666666668,14.7,rainy,0.0,0,1,6,37,714,498,588.0,9,2024,45
2024-09-16,HAM_001,584,869,10796.099999999911,18.486472602739738,0.5273972602739726,211,196,177,285,135,159,142,148,0.9710458333333333,0,9.831666666666665,17.1,sunny,0.3,0,0,0,38,606,503,603.4285714285714,9,2024,46
2024-09-17,HAM_001,565,837,10349.29999999994,18.284982332155472,0.5097345132743363,203,185,178,289,148,139,140,121,0.9582041666666666,33,9.842916666666666,15.6,cloudy,0.0,0,0,1,38,584,576,615.0,9,2024,47
2024-09-18,HAM_001,572,866,10847.399999999929,18.930890052356048,0.5209790209790209,197,184,192,279,121,155,137,174,0.9542624999999999,100,10.292916666666667,19.1,sunny,2.7,0,0,2,38,565,598,613.4285714285714,9,2024,48
2024-09-19,HAM_001,636,957,11798.299999999905,18.550786163522034,0.5204402515723271,207,223,206,297,171,158,167,164,0.9684125,0,9.999166666666667,19.4,cloudy,0.0,0,0,3,38,572,552,609.7142857142857,9,2024,49
2024-09-20,HAM_001,719,1089,13635.099999999855,18.93763888888888,0.47844228094575797,246,246,228,386,158,169,176,200,0.9583375,60,10.264166666666664,12.5,sunny,0.0,0,0,4,38,636,675,621.7142857142857,9,2024,50
2024-09-21,HAM_001,743,1133,14073.699999999859,18.941722745625842,0.4468371467025572,268,245,230,361,200,174,186,212,0.9494916666666667,107,10.134583333333333,14.8,cloudy,0.0,0,1,5,38,719,714,628.0,9,2024,51
2024-09-22,HAM_001,562,838,10301.199999999943,18.264539007092207,0.5195729537366548,179,188,197,263,158,141,136,140,0.9668875000000001,0,9.636249999999997,16.9,sunny,0.0,0,1,6,38,743,606,632.1428571428571,9,2024,52
2024-09-23,HAM_001,527,775,9583.49999999995,18.185009487666015,0.48956356736242884,181,162,184,247,140,128,122,138,0.9637916666666667,36,10.35625,11.9,cloudy,0.0,0,0,0,39,562,584,625.8571428571429,9,2024,53
2024-09-24,HAM_001,541,823,10345.699999999943,19.123290203327162,0.4898336414048059,176,185,180,304,133,117,108,161,0.9529291666666666,48,10.090833333333332,17.8,cloudy,0.0,0,0,1,39,527,565,617.7142857142857,9,2024,54
2024-09-25,HAM_001,603,921,11291.899999999918,18.69519867549672,0.5041459369817579,207,205,192,289,175,134,173,150,0.9697375000000001,0,10.126666666666665,13.9,sunny,0.0,0,0,2,39,541,572,614.2857142857143,9,2024,55
2024-09-26,HAM_001,543,813,10032.699999999948,18.408623853211026,0.4732965009208103,202,190,153,276,153,111,144,129,0.9661875000000001,0,10.170833333333334,10.5,cloudy,0.0,0,0,3,39,603,636,618.7142857142857,9,2024,56
2024-09-27,HAM_001,684,1039,12877.099999999877,18.798686131386845,0.5292397660818714,207,246,232,306,172,167,185,209,0.9664583333333333,53,10.420000000000003,10.1,cloudy,0.0,0,0,4,39,543,719,605.4285714285714,9,2024,57
2024-09-28,HAM_001,702,1066,13291.399999999869,18.906685633001413,0.5028490028490028,226,237,240,370,167,190,160,179,0.9705708333333333,0,9.935833333333333,14.5,cloudy,0.0,0,1,5,39,684,743,600.4285714285714,9,2024,58
2024-09-29,HAM_001,550,831,10225.899999999943,18.558802177858425,0.5,208,177,165,262,153,151,141,124,0.9722583333333332,0,10.019583333333333,19.8,cloudy,0.1,0,1,6,39,702,562,594.5714285714286,9,2024,59
2024-09-30,HAM_001,573,863,10704.699999999928,18.68184991273997,0.4973821989528796,200,193,180,275,128,139,166,155,0.9570041666666665,75,9.693333333333333,15.4,sunny,0.0,0,0,0,40,550,527,592.8571428571429,9,2024,60
2024-10-01,HAM_001,578,859,10682.099999999926,18.449222797927444,0.4757785467128028,197,201,181,280,141,148,138,152,0.9717958333333332,0,10.084166666666668,13.5,sunny,0.0,0,0,1,40,573,541,599.4285714285714,10,2024,61
2024-10-02,HAM_001,512,766,9432.399999999963,18.422656250000003,0.54296875,168,161,183,224,140,129,133,140,0.9687208333333334,45,10.15583333333333,14.5,sunny,0.0,0,0,2,40,578,603,604.7142857142857,10,2024,62
2024-10-03,HAM_001,556,830,10347.999999999945,18.578096947935368,0.5269784172661871,179,182,196,255,135,143,122,175,0.9733291666666666,0,10.0925,13.1,rainy,6.7,1,0,3,40,512,543,591.7142857142857,10,2024,63
2024-10-04,HAM_001,723,1095,13517.499999999858,18.644827586206915,0.5366528354080221,236,232,255,345,196,199,184,171,0.9627666666666667,40,10.051666666666666,10.2,rainy,3.9,0,0,4,40,556,684,593.5714285714286,10,2024,64
2024-10-05,HAM_001,683,1054,13103.599999999884,19.185358711566607,0.49633967789165445,220,234,229,375,187,166,150,176,0.934175,109,9.786666666666667,10.8,cloudy,0.0,0,1,5,40,723,702,599.1428571428571,10,2024,65
2024-10-06,HAM_001,600,918,11363.199999999917,18.87574750830566,0.5183333333333333,189,215,196,297,136,154,180,151,0.9678916666666666,15,10.1275,16.8,rainy,9.7,0,1,6,40,683,550,596.4285714285714,10,2024,66
2024-10-07,HAM_001,571,863,10682.699999999928,18.643455497382195,0.500875656742557,181,185,206,283,149,123,164,144,0.9558958333333335,51,10.260416666666664,12.8,cloudy,0.0,0,0,0,41,600,573,603.5714285714286,10,2024,67
2024-10-08,HAM_001,557,847,10431.29999999994,18.727648114901253,0.5116696588868941,179,183,195,265,172,112,141,157,0.9553375,42,10.01083333333333,13.9,rainy,0.0,0,0,1,41,571,578,603.2857142857143,10,2024,68
2024-10-09,HAM_001,547,833,10430.699999999935,19.06892138939669,0.5630712979890311,188,189,170,290,123,134,140,146,0.9531000000000002,105,10.05375,15.3,cloudy,0.0,0,0,2,41,557,512,600.2857142857143,10,2024,69
2024-10-10,HAM_001,535,801,10004.899999999956,18.665858208955218,0.5345794392523364,185,177,174,319,143,102,116,121,0.9631541666666668,18,9.880416666666667,10.5,rainy,6.3,0,0,3,41,547,556,605.2857142857143,10,2024,70
2024-10-11,HAM_001,649,994,12208.599999999897,18.78246153846154,0.4560862865947612,203,220,227,308,174,164,182,166,0.9353249999999999,223,10.002500000000001,14.6,cloudy,0.0,0,0,4,41,535,723,602.2857142857143,10,2024,71
2024-10-12,HAM_001,744,1138,14076.199999999853,18.894228187919452,0.5403225806451613,237,277,230,382,208,190,180,178,0.9689083333333334,0,10.282499999999997,16.9,sunny,2.9,0,1,5,41,649,683,591.7142857142857,10,2024,72
2024-10-13,HAM_001,555,828,10371.199999999935,18.65323741007194,0.5063063063063064,194,186,175,266,116,135,158,153,0.9714083333333334,0,10.234166666666669,16.6,cloudy,0.0,0,1,6,41,744,600,600.4285714285714,10,2024,73
2024-10-14,HAM_001,559,818,10060.199999999937,17.96464285714287,0.5098389982110912,184,191,185,266,158,115,152,127,0.9591624999999998,22,10.171249999999999,16.6,cloudy,0.0,0,0,0,42,555,571,594.0,10,2024,74
2024-10-15,HAM_001,543,818,10015.199999999946,18.376513761467898,0.48987108655616945,148,195,201,250,165,129,149,125,0.9471541666666667,65,9.47833333333333,16.4,rainy,0.0,0,0,1,42,559,557,592.2857142857143,10,2024,75
2024-10-16,HAM_001,559,843,10402.699999999932,18.609481216457972,0.49016100178890876,206,162,191,273,150,130,158,132,0.9520958333333335,77,9.64625,19.0,cloudy,0.0,0,0,2,42,543,547,590.2857142857143,10,2024,76
2024-10-17,HAM_001,609,931,11467.899999999921,18.830706075533644,0.4909688013136289,207,204,198,321,163,145,164,138,0.9688416666666668,0,10.00833333333333,17.0,sunny,0.0,0,0,3,42,559,535,592.0,10,2024,77
2024-10-18,HAM_001,684,1038,12768.199999999877,18.666959064327486,0.5248538011695907,207,266,211,298,196,157,182,205,0.9561625,45,10.242916666666666,14.0,cloudy,0.0,0,0,4,42,609,649,602.5714285714286,10,2024,78
2024-10-19,HAM_001,635,959,11868.099999999906,18.68992125984252,0.5385826771653544,202,221,212,313,166,145,173,162,0.9647041666666667,30,9.999166666666666,13.3,rainy,1.9,0,1,5,42,684,744,607.5714285714286,10,2024,79
2024-10-20,HAM_001,542,824,10180.599999999937,18.783394833948343,0.4907749077490775,176,192,174,273,141,139,148,123,0.9645333333333334,40,9.78875,17.8,sunny,7.0,0,1,6,42,635,555,592.0,10,2024,80
2024-10-21,HAM_001,572,838,10434.19999999993,18.20977312390927,0.527972027972028,192,199,182,268,136,144,138,152,0.9700166666666667,0,9.843333333333334,14.7,rainy,0.0,0,0,0,43,542,559,590.1428571428571,10,2024,81
2024-10-22,HAM_001,558,836,10276.399999999938,18.416487455197135,0.492831541218638,186,178,194,277,150,136,155,118,0.9712,0,10.08958333333333,18.0,sunny,0.0,0,0,1,43,572,543,592.0,10,2024,82
2024-10-23,HAM_001,554,835,10275.499999999938,18.547833935018065,0.48194945848375453,176,195,183,253,139,140,164,139,0.9698833333333333,0,10.475416666666666,10.2,sunny,0.0,0,0,2,43,558,559,594.1428571428571,10,2024,83
2024-10-24,HAM_001,586,886,10792.399999999938,18.323259762309018,0.5238907849829352,190,204,193,248,167,168,169,134,0.9648625,40,10.158333333333333,19.3,rainy,8.7,0,0,3,43,554,609,593.4285714285714,10,2024,84
2024-10-25,HAM_001,650,977,12195.299999999892,18.67580398162326,0.46307692307692305,226,195,230,335,138,167,168,169,0.9476333333333333,116,10.107916666666664,15.0,rainy,0.0,0,0,4,43,586,684,590.1428571428571,10,2024,85
2024-10-26,HAM_001,676,1008,12512.199999999875,18.481831610044306,0.5103550295857988,216,244,216,350,176,168,143,171,0.9573375000000001,63,9.849999999999996,15.4,sunny,1.9,0,1,5,43,650,635,585.2857142857143,10,2024,86
2024-10-27,HAM_001,560,831,10295.89999999994,18.32010676156585,0.5178571428571429,193,189,179,294,119,156,145,117,0.9641500000000001,46,10.007916666666665,11.3,cloudy,0.0,0,1,6,43,676,542,591.1428571428571,10,2024,87
2024-10-28,HAM_001,582,874,10823.599999999935,18.597250859106527,0.49140893470790376,174,212,196,267,143,147,158,159,0.95745,47,9.588750000000003,19.2,sunny,0.0,0,0,0,44,560,572,593.7142857142857,10,2024,88
2024-10-29,HAM_001,589,886,10981.39999999992,18.549662162162164,0.533106960950764,198,188,204,289,136,145,157,159,0.9573458333333333,70,10.089166666666667,16.9,sunny,7.7,0,0,1,44,582,558,595.1428571428571,10,2024,89
2024-10-30,HAM_001,539,819,10079.099999999944,18.630499075785604,0.5102040816326531,178,184,178,284,148,142,125,120,0.9624083333333333,48,10.184166666666668,19.1,sunny,0.0,0,0,2,44,589,554,599.5714285714286,10,2024,90
2024-10-31,HAM_001,10,16,183.40000000000003,18.340000000000003,0.7,4,3,3,4,5,2,5,0,0.9869,0,11.79,12.8,cloudy,0.0,0,0,3,44,539,586,597.4285714285714,10,2024,91
2024-08-01,MUC_001,580,893,11069.69999999993,19.085689655172406,0.5172413793103449,190,186,204,308,139,136,163,147,0.9522249999999999,76,10.09,10.3,cloudy,9.3,0,0,3,31,,,,8,2024,0
2024-08-02,MUC_001,770,1181,14651.89999999983,19.028441558441564,0.5116883116883116,259,241,270,373,197,214,185,212,0.9573583333333333,33,10.166249999999998,10.0,sunny,0.0,0,0,4,31,580,,580.0,8,2024,1
2024-08-03,MUC_001,704,1067,13218.299999999856,18.749361702127672,0.5042613636363636,247,229,229,344,174,191,183,175,0.9604583333333333,57,10.141666666666666,10.4,cloudy,3.1,0,1,5,31,770,,675.0,8,2024,2
2024-08-04,MUC_001,580,879,10982.099999999928,18.90206540447503,0.4482758620689655,183,198,200,324,140,153,118,144,0.9732000000000001,0,9.855833333333331,13.7,rainy,4.5,0,1,6,31,704,,684.6666666666666,8,2024,3
2024-08-05,MUC_001,539,796,9875.399999999949,18.321706864564,0.4935064935064935,189,191,159,248,141,128,119,160,0.9708666666666667,0,10.362499999999997,16.7,rainy,3.0,0,0,0,32,580,,658.5,8,2024,4
2024-08-06,MUC_001,497,748,9241.199999999973,18.593963782696175,0.5050301810865191,161,162,174,227,141,100,143,137,0.9653291666666666,50,9.806666666666667,12.3,cloudy,4.3,0,0,1,32,539,,634.6,8,2024,5
2024-08-07,MUC_001,563,831,10318.89999999993,18.3284191829485,0.48845470692717585,167,187,209,279,150,132,127,143,0.9566708333333335,64,10.351666666666667,18.7,sunny,5.8,0,0,2,32,497,,611.6666666666666,8,2024,6
2024-08-08,MUC_001,604,900,11033.999999999927,18.238016528925645,0.4718543046357616,195,209,201,258,153,169,150,170,0.9617791666666667,51,10.25875,17.3,rainy,0.0,0,0,3,32,563,580,604.7142857142857,8,2024,7
2024-08-09,MUC_001,708,1072,13186.79999999987,18.57295774647885,0.4788135593220339,238,244,227,329,191,191,197,164,0.9547583333333334,111,10.06625,18.0,cloudy,0.0,0,0,4,32,604,770,608.1428571428571,8,2024,8
2024-08-10,MUC_001,729,1103,13702.69999999987,18.77082191780822,0.4842249657064472,244,228,258,363,177,178,188,197,0.9583999999999999,109,9.814583333333333,13.4,rainy,0.0,0,1,5,32,708,704,599.2857142857143,8,2024,9
2024-08-11,MUC_001,536,822,10105.799999999948,18.8189944134078,0.5,176,179,181,271,168,118,139,126,0.9619416666666667,47,9.844166666666666,10.5,sunny,0.0,0,1,6,32,729,580,602.8571428571429,8,2024,10
2024-08-12,MUC_001,588,876,10917.399999999927,18.56700680272107,0.4744897959183674,187,191,210,297,127,155,156,141,0.9635958333333334,24,10.165,13.0,sunny,0.0,0,0,0,33,536,539,596.5714285714286,8,2024,11
2024-08-13,MUC_001,597,916,11313.399999999923,18.88714524207014,0.5226130653266332,204,189,205,292,159,167,159,139,0.9531250000000001,42,10.081666666666663,10.5,cloudy,0.0,0,0,1,33,588,497,603.5714285714286,8,2024,12
2024-08-14,MUC_001,561,842,10445.799999999934,18.586832740213534,0.5044563279857398,194,182,186,252,133,154,148,155,0.9560375,92,10.189166666666665,17.5,rainy,0.0,0,0,2,33,597,563,617.8571428571429,8,2024,13
2024-08-15,MUC_001,552,835,10315.49999999994,18.65370705244123,0.4927536231884058,191,169,193,283,154,152,132,114,0.9463916666666666,96,9.907916666666669,11.3,sunny,0.0,0,0,3,33,561,604,617.5714285714286,8,2024,14
2024-08-16,MUC_001,755,1128,14018.199999999852,18.5671523178808,0.4794701986754967,253,245,257,400,179,172,187,190,0.9533541666666667,96,9.8825,18.5,sunny,0.0,0,0,4,33,552,708,610.1428571428571,8,2024,15
2024-08-17,MUC_001,714,1060,13144.999999999869,18.410364145658257,0.5042016806722689,255,226,233,367,166,193,188,146,0.9662333333333335,30,10.375833333333334,14.6,sunny,0.0,0,1,5,33,755,729,616.8571428571429,8,2024,16
2024-08-18,MUC_001,594,888,10930.199999999924,18.370084033613455,0.5,203,192,200,287,135,163,170,133,0.9626541666666666,60,9.662916666666666,15.2,sunny,0.0,0,1,6,33,714,536,614.7142857142857,8,2024,17
2024-08-19,MUC_001,567,867,10769.299999999923,18.96003521126763,0.5343915343915344,200,172,196,278,128,157,146,158,0.9694625000000001,0,9.556666666666667,19.2,cloudy,0.0,0,0,0,34,594,588,623.0,8,2024,18
2024-08-20,MUC_001,589,908,11256.199999999923,19.110696095076392,0.5246179966044142,195,194,200,325,138,142,168,135,0.9695291666666666,0,10.506666666666668,10.3,sunny,10.0,0,0,1,34,567,597,620.0,8,2024,19
2024-08-21,MUC_001,586,866,10669.399999999936,18.20716723549486,0.4931740614334471,218,191,177,256,148,164,148,150,0.9712458333333334,0,10.055000000000003,18.3,sunny,2.3,0,0,2,34,589,561,618.8571428571429,8,2024,20
2024-08-22,MUC_001,489,718,8824.199999999979,18.008571428571443,0.5071574642126789,155,173,162,204,150,115,114,135,0.969175,0,9.950833333333337,12.7,sunny,4.2,0,0,3,34,586,552,622.4285714285714,8,2024,21
2024-08-23,MUC_001,760,1150,14204.999999999853,18.666228646517755,0.5157894736842106,265,238,258,385,196,201,201,167,0.9413333333333332,154,10.387083333333333,14.8,sunny,4.4,0,0,4,34,489,755,613.4285714285714,8,2024,22
2024-08-24,MUC_001,723,1089,13538.099999999848,18.673241379310326,0.5186721991701245,237,246,242,341,168,195,182,203,0.9698583333333333,0,9.735,19.1,rainy,0.0,0,1,5,34,760,714,614.1428571428571,8,2024,23
2024-08-25,MUC_001,565,853,10652.69999999994,18.82102473498235,0.5327433628318584,173,203,190,320,117,119,168,129,0.9499416666666668,66,10.314999999999998,14.1,sunny,0.0,0,1,6,34,723,594,615.4285714285714,8,2024,24
2024-08-26,MUC_001,545,813,10067.699999999946,18.439010989011,0.4990825688073395,194,169,183,275,149,129,130,130,0.9578375000000001,29,9.556249999999999,15.3,cloudy,7.6,0,0,0,35,565,567,611.2857142857143,8,2024,25
2024-08-27,MUC_001,593,896,11065.399999999921,18.62861952861952,0.49409780775716694,206,198,190,287,149,163,148,149,0.9750083333333333,0,9.930416666666666,14.3,cloudy,0.0,0,0,1,35,545,589,608.1428571428571,8,2024,26
2024-08-28,MUC_001,565,834,10234.599999999931,18.11433628318586,0.48849557522123893,215,173,177,257,160,135,145,137,0.9594916666666666,100,10.505416666666667,11.1,rainy,5.2,0,0,2,35,593,586,608.7142857142857,8,2024,27
2024-08-29,MUC_001,573,859,10580.099999999935,18.464397905759167,0.5008726003490401,188,189,196,285,160,138,145,131,0.9588249999999999,62,10.090000000000002,19.5,cloudy,0.0,0,0,3,35,565,489,605.7142857142857,8,2024,28
2024-08-30,MUC_001,714,1093,13518.699999999864,18.90727272727275,0.5028011204481793,229,213,273,347,202,187,155,202,0.94775,101,9.8125,16.4,sunny,0.0,0,0,4,35,573,760,617.7142857142857,8,2024,29
2024-08-31,MUC_001,733,1108,13782.199999999859,18.80245566166438,0.4542974079126876,228,224,281,381,165,207,184,171,0.9497208333333333,127,9.96125,19.8,rainy,0.0,0,1,5,35,714,723,611.1428571428571,8,2024,30
2024-09-01,MUC_001,551,837,10317.299999999943,18.69076086956524,0.5136116152450091,182,190,180,252,138,152,147,148,0.9392458333333334,125,9.71,17.6,rainy,0.0,0,1,6,35,733,565,612.5714285714286,9,2024,31
2024-09-02,MUC_001,540,815,10123.499999999938,18.74722222222222,0.4722222222222222,170,194,176,264,121,131,157,142,0.9697374999999999,0,10.18375,17.5,cloudy,0.2,0,0,0,36,551,545,610.5714285714286,9,2024,32
2024-09-03,MUC_001,533,774,9604.59999999995,18.01988742964352,0.5178236397748592,189,176,168,257,156,113,101,147,0.9605791666666667,18,9.577916666666665,16.2,sunny,8.3,0,0,1,36,540,593,609.8571428571429,9,2024,33
2024-09-04,MUC_001,576,871,10750.899999999938,18.60017301038063,0.5034722222222222,203,175,199,275,145,173,141,137,0.9485416666666666,118,10.22625,14.9,sunny,0.0,0,0,2,36,533,565,601.2857142857143,9,2024,34
2024-09-05,MUC_001,571,847,10485.29999999994,18.26707317073172,0.47810858143607704,183,206,185,304,141,143,130,129,0.9499291666666667,102,10.160416666666668,15.3,rainy,0.0,0,0,3,36,576,573,602.8571428571429,9,2024,35
2024-09-06,MUC_001,733,1087,13451.299999999861,18.351023192360188,0.48567530695770805,255,244,234,357,207,173,177,173,0.9750583333333332,0,10.015833333333333,10.9,sunny,0.0,0,0,4,36,571,714,602.5714285714286,9,2024,36
2024-09-07,MUC_001,716,1091,13496.89999999986,18.850418994413417,0.5195530726256983,238,244,234,366,169,187,200,169,0.9663375000000001,0,9.860000000000001,17.9,rainy,0.0,0,1,5,36,733,733,605.2857142857143,9,2024,37
2024-09-08,MUC_001,509,755,9396.499999999973,18.46070726915519,0.4774066797642436,189,160,160,297,117,141,97,103,0.9438875,92,9.892499999999998,12.6,sunny,6.2,0,1,6,36,716,551,602.8571428571429,9,2024,38
2024-09-09,MUC_001,547,856,10655.399999999938,19.408743169398903,0.5009140767824497,178,176,195,284,151,146,129,146,0.9703833333333332,0,9.995416666666666,17.5,rainy,0.0,0,0,0,37,509,540,596.8571428571429,9,2024,39
2024-09-10,MUC_001,547,826,10243.399999999943,18.726508226691063,0.48628884826325414,187,175,185,267,145,138,127,149,0.9536458333333333,44,10.061666666666667,13.5,sunny,0.0,0,0,1,37,547,533,597.8571428571429,9,2024,40
2024-09-11,MUC_001,606,903,11192.699999999917,18.439373970345972,0.5313531353135313,208,205,193,294,141,156,161,151,0.9682749999999999,0,9.801250000000001,19.1,rainy,0.0,0,0,2,37,547,576,599.8571428571429,9,2024,41
2024-09-12,MUC_001,558,827,10251.299999999934,18.371505376344103,0.5161290322580645,183,190,185,253,130,118,159,167,0.9627083333333334,53,10.047083333333331,12.5,cloudy,0.0,0,0,3,37,606,571,604.1428571428571,9,2024,42
2024-09-13,MUC_001,698,1054,12979.599999999862,18.489458689458687,0.5186246418338109,219,242,239,342,187,191,173,161,0.9442166666666666,127,10.032499999999999,16.2,cloudy,0.0,0,0,4,37,558,733,602.2857142857143,9,2024,43
2024-09-14,MUC_001,651,998,12267.199999999895,18.843625192012283,0.47772657450076805,218,213,220,305,178,176,186,153,0.9276875000000001,233,9.93625,16.8,cloudy,6.3,0,1,5,37,698,716,597.2857142857143,9,2024,44
2024-09-15,MUC_001,604,900,11166.99999999991,18.488410596026494,0.5463576158940397,192,217,195,291,151,158,146,154,0.9604666666666668,52,9.927083333333332,13.4,cloudy,0.0,0,1,6,37,651,509,588.0,9,2024,45
2024-09-16,MUC_001,542,805,9992.499999999942,18.368566176470598,0.5239852398523985,176,172,196,271,122,136,142,134,0.971375,0,9.547916666666667,11.6,rainy,0.0,0,0,0,38,604,547,601.5714285714286,9,2024,46
2024-09-17,MUC_001,632,954,11905.599999999902,18.77854889589904,0.4825949367088608,210,210,213,353,143,165,156,137,0.9573291666666667,97,9.928749999999997,18.3,cloudy,0.0,0,0,1,38,542,547,600.8571428571429,9,2024,47
2024-09-18,MUC_001,548,813,10149.699999999937,18.48761384335156,0.5127737226277372,176,190,183,291,150,107,122,143,0.9576416666666667,59,9.972916666666666,18.4,cloudy,0.1,0,0,2,38,632,606,613.0,9,2024,48
2024-09-19,MUC_001,561,857,10602.299999999934,18.89893048128342,0.5436720142602496,191,180,190,294,165,116,138,144,0.9552208333333333,103,10.132083333333336,11.2,sunny,1.2,0,0,3,38,548,558,604.7142857142857,9,2024,49
2024-09-20,MUC_001,711,1081,13319.899999999858,18.734036568213803,0.4936708860759494,248,222,241,353,196,170,185,177,0.9715041666666666,0,10.098333333333334,19.6,sunny,0.0,0,0,4,38,561,698,605.1428571428571,9,2024,50
2024-09-21,MUC_001,746,1094,13544.599999999842,18.059466666666676,0.4785522788203753,259,254,237,379,202,172,167,174,0.9494041666666667,39,9.967083333333335,13.5,cloudy,0.0,0,1,5,38,711,651,607.0,9,2024,51
2024-09-22,MUC_001,559,838,10303.199999999944,18.431484794275505,0.5152057245080501,203,187,169,259,161,132,136,150,0.9630624999999999,43,10.18625,17.3,rainy,0.0,0,1,6,38,746,604,620.5714285714286,9,2024,52
2024-09-23,MUC_001,648,972,12105.799999999896,18.624307692307692,0.5077160493827161,223,228,198,336,137,164,171,164,0.9692708333333332,0,9.668750000000001,11.3,sunny,4.6,0,0,0,39,559,542,614.1428571428571,9,2024,53
2024-09-24,MUC_001,597,902,11248.799999999916,18.81070234113713,0.5025125628140703,206,222,170,304,138,156,145,159,0.9507333333333332,90,10.176666666666666,14.3,rainy,0.0,0,0,1,39,648,632,629.2857142857143,9,2024,54
